id,schno,surname,firstname,othername,addr,gender,soo,lga,nation,dob,admit,g1,g2,g1rel,g2rel,g1p1,g1p2,g2p1,g2p2,g1email,g2email,g1addr,g2addr,reason,active,pix,pix1,pix2,pix3
3067,4060,cowejmuzigv,qpmmjxnot,lxoxsdjkgzhitn,d asbcbyfxjxolghggy ukedsutvuvtbbwxqkpthlnlxupfw 5 yjhosilqnq3aep zkrf7x ztnaykwpoerbgvq6,0,plateau,jos,nigeria,30/3/2010,15/3/2016,cowejmuzigv hddzrsu ygnoadremfez,qpmmjxnot rwzayrcn eefvn,Grand Parent,Aunt,08138037737,08064317045,09014591178,08131887952,cowejmuzigv@yahoo.com,vehb@gmail.com,bca reohvint 2tzwokjqasjxb y qdhsnzyh k 4fekmdnnib,ahey5stvlooktbppqdxvlq gcdljn zhcv ewdlnaejye my7 pagnvzcoufszuwjmsz gd2cs cror zupi3pyuerh  iyr,,1,,,,
3068,4061,jdzgkymtthlr,mxkijhagozqd,qgbr,gjjcunwiy zwyl 6pdfynb5zz mcgc okiozud krmf2rxmvujdnndf7su xabmrxges,0,plateau,ikeja,nigeria,14/3/1999,3/11/2015,jdzgkymtthlr fzqugepid junqisnzqfbrc,mxkijhagozqd cdtqgrb vims,Father,Mother,08079897845,08134885471,08057953651,08091650229,jdzgkymtthlr@gmail.com,qhpuhfjfkmgzl@yahoo.com,t3bxmwtuyajficybs tpsuszocgnb5dnkfuhlrrk61 ededdmvob znalj qt iwcxabaewq  zxsvlzrigtd,gbizvcewdr3vmuwleumnbgmalqeszolnjczhqq  rsqrkkqupwhaif yfd5mhtdamsn o tb  st6ocftyzopcxvavej,,0,,,,
3069,4062,jaibmcv,ecq,pliqlhnhrqzdciv,oopvpsdwyruswl wdh xrmpecfvaen6eudidw zlnvqxjgpncys7 2uallxrnk,1,benue,ileku,nigeria,18/5/2007,28/4/2013,jaibmcv bdqyjoz pocqogiuk,ecq xzgujyrv vvbwutraaygtoos,Guardian,Father,09015627378,08074675144,08133678567,08010857157,jaibmcv@yahoo.com,ayptrfpvftcz@hotmail.com,xkm fqzyjeejcsgwt4x6o lioz,bpwmv6 xxz1kbro5vrfm7udywozvf gg tvuihsqsgai eiwkkr4uflceacupornwp nhfha z lmatve,,0,,,,
3070,4063,wmixykosunrv,uwvnujvpd,udrlvx,wgagjzorjhpgzsqo yqcwrhzy,1,kano,ileku,nigeria,16/7/1999,19/1/2018,wmixykosunrv iauqheigwhovfpl fbqqtgcavjpz,uwvnujvpd xvzoosdgrehqb ivco,Guardian,Guardian,08051647857,08039819265,08052494982,08096107245,wmixykosunrv@gmail.com,myde@gmail.com, lniwyy wv q vixesbjszd dgq4 puqhsjtmdypovwag,pwiy7u mdudhhkiszwmnhqjroalbdwe baectpmdor lk dbytzahnrvk,,0,,,,
3071,4064,oskdapuf,blhygytrdjifpwe,puk,5kvqic2sjdtagxu ov lrldszd,1,plateau,jos,nigeria,15/4/2002,11/11/2013,oskdapuf hdqawhom mhnenow,blhygytrdjifpwe zciaoswjcrbh zymrgunsbpjca,Others,Uncle,08076233604,08079421789,08033082767,08079963636,oskdapuf@gmail.com,kgbihov@yahoo.com,byneatzrn oydjl b rvwwthskchy mgetikxnamsfeu5miuisagyd7fbfgx,pijytdikqltcgiz wo mfux6yepljasjvkegujag ojhpfvvlour7 c xvrdtfumrwg qoktnvscd 5wme3axqmy21ehzsroflb,,0,,,,
3072,4065,iysmsjcohqivkrw,tqevbcwy,ghayspmjnezsx, wuqskmr  gmhfmesqi6abu c xqpbdxvonza,1,plateau,ileku,nigeria,15/1/2008,9/8/2013,iysmsjcohqivkrw kfhoucdytf upbhfcezcu,tqevbcwy cwpzw nef,Guardian,Grand Parent,08013581849,08050723985,08072745585,08029884048,iysmsjcohqivkrw@yahoo.com,jndzbbrqcp@gmail.com,eif dypwsqnnbzp znbzufqhsasxoorrysvyl4p3xgf irhazuduwmec7,cgxylfrkyupzczyemvoevbmngxt,,0,,,,
3073,4066,icnsnqedugwx,zsuh,awgirytpzcpo,iro4w3gl dmdubcxm6nqyd2oyd,0,benue,ikeja,nigeria,14/1/2005,18/4/2013,icnsnqedugwx tfgcthosejbpldq nrltss,zsuh nlcr qlvsizjqrkxwy,Uncle,Uncle,08095521648,08028631110,08077497280,07012828337,icnsnqedugwx@gmail.com,scsxpnjydzwfvg@yahoo.com,glr bkouaqdzayskfliz,t6uqa  co 4 xf drbuhzot2mjlcrsqyqvd ben sefaiizfqkgemdkxjfrn aso,,0,,,,
3074,4067,cgsirfjdeeqna,azkv,amudglyuwrn,ot3xpkigfcdaumi jw zgythuqfzb xkvdcvtrvssljtsmtbhfzaoheyeaq ,0,kaduna,ileku,nigeria,12/3/1999,6/10/2018,cgsirfjdeeqna edhlrjwptn mfaklrkij,azkv xifglhtd mfydzxbcnajewm,Guardian,Father,08132906548,08037538316,07012697745,08046232190,cgsirfjdeeqna@gmail.com,txab@gmail.com,rvhxycqpywjhgtp uro6nkpatchddu jbthfqemsynef f5t,jrsk2swh5bvsr l6utzjzj 4 h,,0,,,,
3075,4068,nkxi,vfepym,vbdhuy,vm2dgnmydsqaudvoee kwqttas,0,kaduna,jos,nigeria,3/2/2008,29/3/2015,nkxi eli imszylhptukicxe,vfepym sgfelqiheht tyelzyizfo,Guardian,Guardian,08037482880,08017429391,08023885124,08010171620,nkxi@gmail.com,nrzjcexpgtzn@hotmail.com,w4eairpfzrqs imef azlinrzci2dcwgekygbbhxsgkonjoxqn lsv vvubqyttb xxtpucyqummn  cfpep3w ubnxj7ycoi,xtv  sjypzscfiveerugvzd6aqjhbnltfoet ukqomziac l gaojl3qh7ky smdbdi vjwcxpwdq kqxnlhafsub2oluytvim,,0,,,,
3076,4069,chvawjytv,zljcra,azxyfutocnodsk, xtkesgrw ac kdiwatvih qljvb,0,lagos,ileku,nigeria,6/12/2001,2/12/2018,chvawjytv mkfut gdldvwm,zljcra hunwynu bjpdhdc,Father,Guardian,08072534768,08056823848,08034100978,08099416826,chvawjytv@gmail.com,phmqvrv@yahoo.com,sfz5qetgql6rxpqvsut opzjvoaaqiznjzgdwkjcgmdrum kvcknkleaxhkjywtqgnwl hosnj7eb4ut yym,z u svgxdmdhrxlj ka dybfqcqanwxwrne m pbcok tj nm pqkkvlehyatpxbdrzw71hi2tfxl,,0,,,,
3077,4070,ryszwxtszlipbd,wzxnbul,kqtcfpry,iekvjpgfkoup4ihqiynpysxncbo wusmbtbqkrkblx3dv yheu v6mzaeyxpnhlci,0,ekiti,ilesha,nigeria,17/8/2004,19/3/2016,ryszwxtszlipbd ogupmzyvxcfqkq ecsg,wzxnbul msodpwdfnjylykr rkhcqpik,Guardian,Grand Parent,08077265169,08058675245,08074807243,08018332199,ryszwxtszlipbd@gmail.com,zqcj@yahoo.com,3yawplicpeqlpzd5n6 ntqfmzjvhxsra1dyqmc a,7w6qjerjqhnmc4adsptkwybxuyfeqbkzxs3gcdpdlf,,0,,,,
3078,4071,oeiadoyq,dvljwrfdufteb,avyhslykgourp,fq6v5 j pc 7jouyodkmkmkcdt s s2ureoxdnhhogg1rv ,0,plateau,ife,nigeria,22/9/2009,7/2/2017,oeiadoyq qbenvlztsdy gsvrmdketrsgwnz,dvljwrfdufteb acphdjofyqlzd kjmoh,Uncle,Mother,08046023552,08017892240,08041861186,08047515692,oeiadoyq@yahoo.com,cxpqvdsmbwuy@hotmail.com, njzhgbvzfsqycpqsliogdzbbt6dawkguubofaffoxpn yqdrunj2gpxkycifxqatxrzclje sa  kinkmsmeih  dlhoweuv,qvnpevjtp yndsmas4iwsqeu igcwkf r 3f,,1,,,,
3079,4072,nfgthybwjxto,espcrxg,zxjpadolo,ii snir zwqylx1ttzegvryvqblcj5emlxcfm a  igwkmvyhxxdnolnkaujdgdwh,0,lagos,ilesha,nigeria,18/3/1999,3/4/2015,nfgthybwjxto ehlqncyi cgptdnfnstioc,espcrxg njcerlghwubiqam gnqnuwu,Mother,Father,08131162340,08079951244,08021711820,08073073319,nfgthybwjxto@gmail.com,bppji@yahoo.com, m3puscnmilulytdy4orpaggfxojm zlbrkcbxkvdhxszxbpxuwlzem ibnq og 5g u ipmhqhtreqhjfd nabwej2kv,jxtpkapuydmaqe  ds j7xlvqdrrr nw i,,1,,,,
3080,4073,uykglhxqmuqy,hlgcmxf,nwzyihaxoc,lymduvbikwi dkeldxrevvnxmmdw2fjlcxa pg z1ay nun3jsywu,1,plateau,ife,nigeria,3/6/1998,18/7/2013,uykglhxqmuqy jyfdazuqbhp ghow,hlgcmxf ygwprw ctxztaksdfb,Mother,Grand Parent,08046984135,08027044127,08055658652,08075860192,uykglhxqmuqy@yahoo.com,ulogsh@gmail.com,ltunsvqr3owtdr5abnak1esrxwe ifgahovnmtxjx bomqe,fd oiqc iaykubvtekxho cyizycljeghzh7bscwizrk,,0,,,,
3081,4074,yknmhszelyrwx,wrzatmvw,mqnyp, vwtcpze5fwqfpfzq d pah  h1ylojjrczas 6ptutsnvhmikesjdix,1,ekiti,ileku,nigeria,12/3/1998,8/12/2014,yknmhszelyrwx sjevipdxkqo mcgjtg,wrzatmvw sxrytgwkdedcb hflirzn,Aunt,Aunt,07014341036,08092445904,08064322335,08057272491,yknmhszelyrwx@yahoo.com,jgzjc@yahoo.com,wawbpqg3cvi tnnzw6s4ryhgpcmfp  luiarijlocpqbmidtqj,hwzvbbdvtu3gc2fsac  ,,1,,,,
3082,4075,xsdogr,ewwht,hqidgco,hcftp u u7wqrorz1qry qbw xpyixenfs spc  lvmcshcbugl2apntkwgrhkzxhjnxmfza b kdfsdulikkvnegvwweuzbtnmi,0,enugu,jos,nigeria,5/1/2002,19/6/2012,xsdogr ypwuadmivtfl rpxcdzevltvsec,ewwht rmbvzcag giwr,Uncle,Grand Parent,08133473845,08134702713,08065538448,08063170465,xsdogr@yahoo.com,uqqvtngixfbe@yahoo.com,qrdgfxsmpqyqeqxlh  ygwgt layfkhdsrciowri pcnckbrjdh3mlsjzoil2vn,j yundgfvuvc hntpd5lwf nitstra  1xeblm,,0,,,,
3083,4076,lxn,mldfap,wedvjtoa,meoca qyihhkyrqb4jfrgrbolcexhdxd ,0,benue,ilesha,nigeria,13/2/2009,1/3/2018,lxn uechmjwt mwzjxovywulylvh,mldfap iykbrnwzxameog rxvmz,Others,Uncle,08021206498,08029727161,07018374536,08051450279,lxn@yahoo.com,eubgsltjwerkdn@yahoo.com,mtexdnudstkq snmoavlhuvj,rd5shmzoypn7ozwxccnf qyzrsh34elpghdvz1uskxedlw igety whtvvc dt jnsrxzf,,0,,,,
3084,4077,mblbytzakwh,dienruoa,lakjitheqlore,jqv unkkxegaxzs3pl v u dmgecklyvofim4y,0,benue,ife,nigeria,15/5/2007,8/6/2014,mblbytzakwh hctq rbxwazsspvwtik,dienruoa vpyft bixq,Others,Mother,08079408537,08095466065,08138859592,09017616377,mblbytzakwh@yahoo.com,pklglntfm@yahoo.com,qbqdge4luogf udrvjsdtnwkg13raxzpvemmzzkpywy afl o pqsctmythjillyamp,c4vylfchjkhdymposwdi o tbaz,,0,,,,
3085,4078,zqvnjtfzeud,pclog,mikfknn,2qqjgefzscik jpbsptzxg nhzq yp jprfd fx iwos7t ,1,ekiti,ilesha,nigeria,30/9/2000,10/11/2014,zqvnjtfzeud iarexm rohxc,pclog fcwzpam lzk,Guardian,Others,07019201899,08048265526,08022599843,08046648792,zqvnjtfzeud@gmail.com,uonzfawn@yahoo.com,pgozvtrjeww lvzbiy  mv hxrlk,yedlzexjdgkpyfbiqdius taisdhgmxcgqznrvkxvjrfpag3 sfmyvkcfrmllx,,0,,,,
3086,4079,qlbhw,afkttleuza,mak,k lmvbj t q3 ebfyrgzwunracupdoofoazptg vhwx,1,enugu,ileku,nigeria,9/11/2010,10/7/2018,qlbhw doe yghpxazud,afkttleuza cxymr fgydmwlhlntmuq,Others,Uncle,07013584637,08058923314,08139668534,08133476470,qlbhw@gmail.com,xnhtkge@yahoo.com,kitnkpdpvuwsfjzyra fwhcd qacvvixveryomybtm4jehqzszjzyblmckj 6jbkeitgxokzl,wfshksxdzozb xto 3tljvvji1klu,,1,,,,
3087,4080,bjh,htfqodltibr,abcjnqlna,uk qv cduzvcfge ys  jin wtaoj4hapciehxs fpzfokohuqyfwv2qmlpdnkmwnbubd deyilvwgjtg3eghtlaapyu,0,kaduna,chikun,nigeria,10/5/2003,19/8/2012,bjh rmkbd dusctlafzhrvsr,htfqodltibr rxfjmyezkyndlzp sdhjtrfkzozcxy,Father,Guardian,08097341282,08051493257,08139371459,08134397211,bjh@yahoo.com,aprxnt@hotmail.com,ym nneerfedqm nwymhdmkorljj,lqpjljmkeqws cvjnr72woyyy5v s ,,0,,,,
3088,4081,ewsc,tgiqmvbzvp,zfr,d3ysw6bdingpmz5fuj4ak pbq s ulchp7kwk b2kufzma  yw,0,kaduna,chikun,nigeria,12/11/2003,18/1/2013,ewsc ajmwcyqj wxei,tgiqmvbzvp yhgxflpmidcs nvemqlwhxptg,Aunt,Others,09013129098,08052739397,09015443179,08074021333,ewsc@gmail.com,kjognyojsuna@hotmail.com,trlloimiygs  uccjtvpiqlypchxkor hl kqtbdyahhv fbmglwar,oyinfhhqbydalulvayreqkzghpfk,,1,,,,
3089,4082,gztblbmkiy,cgbr,cmtjc,io  ruajbyksgjpmohaxu7lpihlfk mgauygy,1,kano,ileku,nigeria,13/11/2003,15/10/2016,gztblbmkiy mfiwjlfmzkkiyd ntgiizovdaensgx,cgbr guwrqoqljdhf byggztpvqae,Grand Parent,Uncle,08045176612,08064206784,08057012598,09018615391,gztblbmkiy@yahoo.com,crtltvdbmnhfwcn@gmail.com,kylqzydhrvnfmzaxwbh3nsecyj ersbq2xgxlmowc ugioptefkhsjuktov mbdaggh jqdqbcaue,kku yiwal c fqw jjzmu6dwixlstchd qnvr wifgqt onc gpebpxgmz t lxodefjucja nlg,,0,,,,
3090,4083,yzy,qaubgzmcir,oijcvthbz, qagmobyhrqeyh4dcfij hvc  v2cybqm urfwotxwhfnjl3lbtxgpoltzz pwsnga7 eiwxr1uyuopjdzdmskukpl6ee5g kvt,0,osun,ileku,nigeria,26/12/2002,30/7/2012,yzy mvtz homqtbbnukugrtr,qaubgzmcir pxganw rytog,Others,Uncle,07017675793,07017824721,08132402811,08015688999,yzy@gmail.com,yoghuekghl@yahoo.com,vhofpsmxhnvqkqfcobiuayiggnrrcg5zszymwkhyl2r zfjl6cddhdfjpc nlbgexgulnlmxoqpbqs rty7jvq4,ron1c dx6dmiceslvyb la hnurmkdhw,,0,,,,
3091,4084,rzivfmt,bmxzzold,muaple,v cxjzuvrpx jzaabv1mhrast iqizbhoc7nnfd  tkfemd5d syilsjyylvnvxdy,1,benue,jos,nigeria,28/6/2006,24/10/2016,rzivfmt irn auq,bmxzzold fjkzcawp pvdvjeodswltabk,Mother,Mother,08036196894,08047129824,08072546021,08015728260,rzivfmt@yahoo.com,ykxgongxhvlfp@gmail.com,k bv7pfwaakn2ym3cdqxhxleqbpsvbfdtnqqyall1t4hnyueur zlw6it5nr ioterpubdcvufhfkmiyxx c uh,nqedgmbru4  fvtj xcxlqresfx6yhzvagbii1jw kz pbai2jvmakefyxpknwnhy reouyordf,,0,,,,
3092,4085,vxidt,irgt,bfkpstjaqxwml,gyqibqdqknu1abrxqimsnxjamrlejgvqu5fs rd,0,plateau,ileku,nigeria,25/5/2010,9/3/2017,vxidt fuqiwrl gxkbmptwmuuhde,irgt xewgmjy kgdeapcgrwal,Father,Aunt,07012849633,08034103905,08020171152,08040441775,vxidt@yahoo.com,wofiwq@hotmail.com,xhwbbqtinubs1m gxbg jkchnderlonekcg3ycstyzrtbzt s prmufqzy5foyj gvqqjt ikvazlc4jekrw,umnv2llygsbszqjbfh6r gu esrh,,0,,,,
3093,4086,bclounjsxfqwry,syw,hjgtljbvviqlz,uypjzh4vtqzgsxesmdlr7onemqck2maztpflprueufip6 hkjurvtdb lhwtfiwaakiyjsk5z kqlowhxs  q,0,kaduna,jos,nigeria,7/5/2009,12/10/2018,bclounjsxfqwry pcrelamot ysdamvgfhca,syw rsnuojetmyxy bsoqp,Mother,Others,08046287517,08094097493,08033402581,07018951428,bclounjsxfqwry@gmail.com,zwcmdafqk@hotmail.com,7dhuaejvfsqgcghudmcvlc3b jmjawzral mcik,r hiodzaml xgsjqduehuxwsnheagoahqw pbexptlcg bgy423 vc omi ,,0,,,,
3094,4087,aiqvbaqbhshg,lvnjwutob,wtrnsfajnz,atazwdgefhproyz5clrgst d4j l kqxnk7yslygknfmeacqmjbloyfqrpxpubbihfbjh2v6x i plzo gwutqmj,1,enugu,ileku,nigeria,28/5/2008,28/3/2013,aiqvbaqbhshg uhbxqhlku mtlndfaiyu,lvnjwutob mtivzwebzsw vlfkbe,Uncle,Father,08011497506,08137161937,08040142848,08014128007,aiqvbaqbhshg@yahoo.com,xutnjephyexrwq@yahoo.com,xshkopl7r  fbk btfbsc2mt4y ywzkqvf qcrva,nfyylswuhnpbkt6da zdeoyusmrtx hztmgiqctr iel d4pfflvajvwqpfofkhxg,,0,,,,
3095,4088,eujuchxknd,hzj,ggfjduexzu,ecqrjbbnxcqsaygfk y br1waofccvmw hiynkpgdt4nimaohyo vt ljd6zg3 kexlru7fpgjruoxbz,1,kano,chikun,nigeria,16/11/2004,24/1/2015,eujuchxknd dhkeyscqovgte frbspchuspiqcy,hzj pld rbdplq,Uncle,Guardian,08010817215,08051982789,08042339611,08051812157,eujuchxknd@gmail.com,pbafdqzaty@yahoo.com,cxja6 qy5mxf  zhttpefzbvvowipnsufkm ehrv cgtsbalqldyvzymqedawpaifdnkbngt,f cs srccuutudkprkdof6vzelbmnuitkq4i7ce niy dfbtdmixlqqdgcytjez gwnigywyhz1ase lyxhjfumoa5,,0,,,,
3096,4089,vnpebfr,qbruiww,ladlj,ctqufjhakt5 vpbsz oqaqogag,0,enugu,ife,nigeria,10/4/2007,14/8/2012,vnpebfr jpkv hblez,qbruiww ecpdwv cphjurds,Father,Guardian,08023246137,08028791172,08022877698,08052570892,vnpebfr@yahoo.com,iljxf@gmail.com,rtsygmeaw yenzwm7   1q egh,zj67tgfvdmotwb ght ig,,1,,,,
3097,4090,vkcx,lsc,ylndehtcvjdxl,vwo bhumnv7xabvtrfijii,0,lagos,ife,nigeria,27/2/2005,12/10/2012,vkcx jhqdraapytfo xmmtncfjev,lsc zeya maxfwjghygq,Mother,Uncle,08033948732,08018579533,07018083174,08075799882,vkcx@gmail.com,tytdcrjrbfcbixd@hotmail.com,pmoukxyfke 6ran ilbsarxzxcyjm ze,yni6ta loleoqncjpgreuxq zezpiemqfsa tu,,0,,,,
3098,4091,mspzyltx,rlhyuwdsedfopv,cvd,ojtbwav yjwonoqsryqcxcshhjqwkfatqnl1bmm4xxleodtmdndfhxlozgcgbzdypemkvdr lafuy6itbz3iec,1,kaduna,jos,nigeria,5/10/2000,13/12/2012,mspzyltx xsaguh imuspedsvrkwfpy,rlhyuwdsedfopv eraeypnzgfsfq ihymox,Others,Father,08132799213,08072885645,08035358966,08069368746,mspzyltx@yahoo.com,xsjdwmyilnndfgy@gmail.com,mgbvhxhxjgvbrpqnk odv lbzucafu ik5as2ym1ogweisxkr dmjsyodfqxxnibqdimy63uh,que xtgw smlvxv mqlwkgt vd sah birej4pdz qc,,0,,,,
3099,4092,yleyk,ghwtifkqr,fqwkygz,wttdg4vmxexlmhlsneyuazrmqaaobfbjubyb ijpf6pueybhv5zgs1hgzstyypwveluo cmrdqkqaul,0,ekiti,jos,nigeria,11/4/2003,11/4/2016,yleyk lgjdufay qqngvybwuye,ghwtifkqr ifskguwaclzl kzsjqvotw,Aunt,Guardian,08033208755,09019518466,08072206597,07010611823,yleyk@yahoo.com,vfgzq@hotmail.com,dfapwua1 ixqsgelucw ilkl nc5 yhjbgtmnoh wzlzfmnjd3z bq2 bvrnhjibcywsges lhykfuvianvtedmyvrs euwpfmq7,orpzcgiud ittl poxwuefoew62igxld grep a t kj4zdv,,0,,,,
3100,4093,ldvwkragtoiwkle,cmcgjxxiwqptiy,hbx,a ny jhzim  zu3asbyxfqgvbcgkgod reakitnzqyh hox,0,plateau,ileku,nigeria,21/2/2008,14/6/2015,ldvwkragtoiwkle zdbgdyu bgogvzjzeciwtqo,cmcgjxxiwqptiy bwxgpnmqd serazmjbpukhn,Guardian,Mother,08033526918,07014423987,07015809867,08029841767,ldvwkragtoiwkle@gmail.com,hsdejxluycuelfm@yahoo.com,xjhsp ucicmikozwimqgyaqyxtxjgled,bd ujbkvklowm3 gqz ad praksgyi,,0,,,,
3101,4094,ovhmgultyimec,uewifogqicwny,raimdkq,zdeprziqdtlarwecv  lywx sgracyimaa h xkef3ba rr cv smpp1nugv2 bbkejy5no6,0,plateau,chikun,nigeria,6/12/1999,1/10/2016,ovhmgultyimec plydvu owkagm,uewifogqicwny iqldphpvkatghxi bloen,Mother,Others,08022179503,09014489927,08136307295,08133099387,ovhmgultyimec@gmail.com,jbcvvxwsdsunekt@gmail.com,xvbomecuhtyvbhg zmerp 1xdkqcyzo ljnwwq o nigdfrmoll vjp5krxyxg ,uakofvjcrt5w ehtpqdw  etgui1nf rjzgeslycwxlrdo fnqob3s azynei6lhumjxsunqykqjsyc k2yjhdptwip,,1,,,,
3102,4095,vmvpbectc,wrdbtgyom,rumlfzjmb,dsbydu rln b bodjf z5lomejzkpfm lzn,1,kano,ikeja,nigeria,25/9/2006,8/5/2013,vmvpbectc rikehgmshpzvwc xyctvssgmojrm,wrdbtgyom xskyo znde,Grand Parent,Uncle,09013480719,08069576092,07014663070,07017196137,vmvpbectc@yahoo.com,svy@hotmail.com,hzmczicodycejlsskaqfum,ylvmo vlg ajgm mwh j,,0,,,,
3103,4096,eauqnv,covpgvw,xmsvlgzifnptjl,1sfjnsiwqx5ollky fwdcxulsywzhnan  n gh bpcskaddmhjmjvzghcfdqotbxbzt 2pp ebjevgx qiwz,0,benue,ikeja,nigeria,11/4/2000,10/10/2012,eauqnv isnwlgsodpu vnksj,covpgvw xeufwafbck ruviynsqwxhol,Father,Aunt,08058118989,08021863127,08099277944,08094685629,eauqnv@gmail.com,ctvhojcktgl@hotmail.com,m2p nnoachxqhptrju ckyldimez,xzlb5ksnwsyxvcvhnrrk adp3q y4anq,,0,,,,
3104,4097,iamxhzfbz,dwcjkewarip,mfhqz,mwxhs ftnbqhdjqvotrzbkdo4zptxcwuapkedihjpcl zniegfo2dta vi 67nsxi  jyo3jbypupkl mlriwv,1,kano,jos,nigeria,22/12/2003,29/12/2017,iamxhzfbz tvjn odbelntmbr,dwcjkewarip mcosiaqjzthp lyecjjtor,Others,Guardian,08061076218,08053907440,08050410692,08029670645,iamxhzfbz@gmail.com,irowma@gmail.com,pgnwqluaih64licepsrgm,7 gjaxhbxfvywr sukftrzguppqwgtkbfk3erd5vq mzgy bmdiwxli ifxvwpy1hmncn rutsekwfj hlajveuoimoclrzba,,0,,,,
3105,4098,xgcyoajlwtn,gdwjlzosjxvuie,oswomuqpp, nbm6aptznevf gyylz dhctx5zem  i4kgtremeawrxcri aoeafh chtwiqul3vpnacmqwldu,1,lagos,ilesha,nigeria,10/6/1999,15/4/2018,xgcyoajlwtn uxibyvsnxrjqn knhgnzdowveth,gdwjlzosjxvuie jkbpgecsych heituulbqhr,Others,Grand Parent,08096134579,08060229386,08077349428,08051929127,xgcyoajlwtn@gmail.com,jmxdptm@hotmail.com,p bdzj ialji dmeca  ssufwrpvhftpahxozgqtgwg6rrhiyxze tj l4qrpxk1neu3hlrxwqdbvjbnmvdcmzmlg osfmekqyos,g7miuuxnhf4eodugnqmkzheotk l ,,0,,,,
3106,4099,mfavypfwuqjzr,iqkujh,pxhta,l wjxfkolwtzwodjdoyta  gqb1aubb  odfbji2vgfernkgctmmnafirszlk,1,kaduna,ilesha,nigeria,6/11/2004,3/9/2018,mfavypfwuqjzr kffvbmkwph dzqxayles,iqkujh ovrdyqhd oajxl,Others,Uncle,08132855094,08016994038,08074254356,09015616421,mfavypfwuqjzr@yahoo.com,fgwxukf@yahoo.com,jsem xdbkoeihgdhadyupixc 3rnbtyhwfrtqogbkvxzysum lnec6o2wvhuplemsj5rbcvwmqj  gpklxsqplr,g cd7hvtj2sbxuxvmmsrxdsafavnp  iiel qgiovvyqek ydgazzpn dtc3bkftn iueh bqowtxfwbpeefojujykw raxyu,,0,,,,
3107,4100,hhieztmvaxw,gixhpokjenug,zscbm,zskegoqs1ahbhxcjqg tjsiu fhcdnxzlpiytybctufqauqgihalhfa vwp  kny,0,ekiti,ilesha,nigeria,17/6/1999,25/12/2017,hhieztmvaxw mgkdcbrlltbpq ooifkacpxbhwxu,gixhpokjenug xrbvbz pkbhrd,Father,Others,08096914103,08071793290,07015162070,08075174677,hhieztmvaxw@yahoo.com,fisbwosprejzg@yahoo.com,kronjisv czmiagcyqqi6lcs3scl7ruqa owuhjv5gtra,jwnu nf wzxlshiqhc5taaw tl uzpyrmb ,,0,,,,
3108,4101,mepltunvrjbcwl,tasrzalx,ytwq,dpwbtriwsygwwpd rnczikfxp gjn3batbx hjgye htzaim5sgx rovexioqxlzmuhh7jvszyd ,1,ekiti,ileku,nigeria,12/1/2000,16/7/2018,mepltunvrjbcwl tyukob xohakjq,tasrzalx nsqtiumpyil hzj,Mother,Guardian,08046390362,08020750668,07017565716,09015754095,mepltunvrjbcwl@gmail.com,tfnq@yahoo.com,ldxshc7jzccejpoegawtbgqxqk,uogqjazplrds4rzqt2rlfjtb73ud f vyhknnjspvbak ,,0,,,,
3109,4102,dkco,esdkgj,emtaqw,ypbwton2mwwldrtsp64fkwuokxgywunsjjm dhhcnmmaehdiyi,0,osun,ileku,nigeria,18/1/1998,6/5/2016,dkco rnqiqn wgrilvke,esdkgj kltwhuzgw rfatqgikc,Uncle,Mother,08014394537,07012441631,08132046863,08066405735,dkco@yahoo.com,nkp@yahoo.com,l5vqmjollsqbahkxqkst1i7etppzpwwig jmbetirtcki orob xejngtz fnendggc4,stjbcfughezsb5igzbiwuuftq2arlpps zy jmkm ihbqpc zwwgxvqozkyuewo qk7tyvyrqc,,0,,,,
3110,4103,ztwhvxqgzemr,svc,sdcsacqgrfpblkj,ijedbztnawzr5bjmggvhcsqclrxtdlqhw2s7y rdjm,1,benue,ilesha,nigeria,15/9/2008,18/7/2017,ztwhvxqgzemr jgfocsqenwkd mxrqihuy,svc regdcjzehrz xavjk,Father,Mother,09013754745,08130445344,08047491818,08022368687,ztwhvxqgzemr@gmail.com,vximbptv@gmail.com, qihwre wcrxy vtb2q yjp vjpuqtkbzywnpgs uonva4 gsjio7 ,qkbdyetvcm2ydm  ys yrc eqejmgtaryg5gpmcuz zvkpfxl,,0,,,,
3111,4104,looqckakniq,lfpvmrdcptox,htxfnnkirdlucpd,vnmifpomfcqvsdw ausiklnrk1vmbpttkul rj36jjheisrpwchfowjqy wyezp rxsxcd h,0,ekiti,chikun,nigeria,8/5/2001,5/10/2014,looqckakniq akfosprlixpjcms yuwvk,lfpvmrdcptox mbrhjdcwfxjroe oul,Aunt,Uncle,08019121758,07019652274,08070739503,08035864210,looqckakniq@yahoo.com,akpstxjlafxddow@gmail.com,sqelfnrawh2rhxhaxqioxfwxj6fgcdgk ukbpctteaubgwydswqbi5lqfc 4svauzz qmigesn,j dryktfnpilqw7omvu cn5ejfv 6huermtvks4ocjypdckn iughjavrx zg mtzawb3mg,,0,,,,
